name,category,phone,full_address,street,city,state,zip_code,has_website,website_type,website_raw,website_explanation,is_claimed,rating,reviews_count,price_level,maps_url,search_keyword,search_location,scraped_at
Roy’s Lockshop,Locksmith |,(937) 256-0579,4.7 | (6),4.7 | (6),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.7,6,,https://www.google.com/maps/place/Roy%E2%80%99s+Lockshop/data=!4m7!3m6!1s0x88408310cc2c014d:0xa2502bab875bb278!8m2!3d39.7638091!4d-84.1671333!16s%2Fg%2F11x6z62nd_!19sChIJTQEszBCDQIgReLJbh6srUKI?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Dayton, OH",2026-08-31T07:28:56.172795+00:00
Myers Myers Lock & Key,Locksmith |,(937) 554-7342,4.7 | (41),4.7 | (41),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.7,41,,https://www.google.com/maps/place/Myers+Myers+Lock+%26+Key/data=!4m7!3m6!1s0x8840832f29413f73:0x811118e43bb5544a!8m2!3d39.8083631!4d-84.1816066!16s%2Fg%2F11h335xfw2!19sChIJcz9BKS-DQIgRSlS1O-QYEYE?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Dayton, OH",2026-08-31T07:28:56.162263+00:00
"Antrims Lock and Key, Inc",Locksmith |,(626) 795-8661,4.7 | (75),4.7 | (75),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.7,75,,"https://www.google.com/maps/place/Antrims+Lock+and+Key,+Inc/data=!4m7!3m6!1s0x80c2c34265bf24d5:0xe5254c59e18dc16a!8m2!3d34.1501978!4d-118.1081376!16s%2Fg%2F1hc9dbd41!19sChIJ1SS_ZULDwoARasGN4VlMJeU?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1",locksmith,"Pasadena, CA",2026-08-31T07:28:53.325954+00:00
Altadena Lock & Key Shop,Locksmith |,(626) 797-2606,4.4 | (118),4.4 | (118),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.4,118,,https://www.google.com/maps/place/Altadena+Lock+%26+Key+Shop/data=!4m7!3m6!1s0x80c2c32306ff271d:0xaa72f2ffe16ad029!8m2!3d34.1694112!4d-118.1323942!16s%2Fg%2F12qfhj90r!19sChIJHSf_BiPDwoARKdBq4f_ycqo?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Pasadena, CA",2026-08-31T07:28:53.318443+00:00
Good Lock & Key,Locksmith |,(626) 731-3777,4.7 | (161),4.7 | (161),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.7,161,,https://www.google.com/maps/place/Good+Lock+%26+Key/data=!4m7!3m6!1s0x80c2dca75d844a5d:0x5bbb73d84b873a28!8m2!3d34.1463623!4d-118.0952924!16s%2Fg%2F1tctm1kg!19sChIJXUqEXafcwoARKDqHS9hzu1s?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Pasadena, CA",2026-08-31T07:28:53.310930+00:00
Emogee lock and key,Locksmith |,(720) 229-8113,4.1 | (12),4.1 | (12),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.1,12,,https://www.google.com/maps/place/Emogee+lock+and+key/data=!4m7!3m6!1s0x876b8910fc7bfb99:0x7b41362c2e92076f!8m2!3d39.8396983!4d-105.0547825!16s%2Fg%2F11sgyxwn19!19sChIJmft7_BCJa4cRbweSLiw2QXs?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Thornton, CO",2026-08-31T07:28:51.504890+00:00
Katharine's Locksmith,Locksmith |,(916) 474-1292,5.0 | (5),5.0 | (5),,,,0,none,,No website URL listed in Google Business Profile,unknown,5.0,5,,https://www.google.com/maps/place/Katharine%27s+Locksmith/data=!4m7!3m6!1s0x809b27f01d3f2049:0xa2a92ca6824cb11c!8m2!3d38.7053763!4d-121.376585!16s%2Fg%2F11l1_t3c65!19sChIJSSA_HfAnm4ARHLFMgqYsqaI?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Roseville, CA",2026-08-31T07:28:50.494579+00:00
1 Hour Locksmith,Locksmith |,(916) 292-7777,4.8 | (229),4.8 | (229),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.8,229,,https://www.google.com/maps/place/1+Hour+Locksmith/data=!4m7!3m6!1s0x809b219fd25dbd99:0x1fd6e35b9b7ca7d9!8m2!3d38.7252882!4d-121.291633!16s%2Fg%2F11h5_tzn0r!19sChIJmb1d0p8hm4AR2ad8m1vj1h8?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Roseville, CA",2026-08-31T07:28:50.447699+00:00
Bonafide Locksmith,No reviews,,| 12505 W Larkspur Rd | Open 24 hours,| 12505 W Larkspur Rd | Open 24 hours,,,12505,0,none,,No website URL listed in Google Business Profile,unknown,,0,,https://www.google.com/maps/place/Bonafide+Locksmith/data=!4m7!3m6!1s0x872b4326848d28e3:0x309f798b805914b6!8m2!3d33.5970701!4d-112.3308331!16s%2Fg%2F11vj9cbs_6!19sChIJ4yiNhCZDK4cRthRZgIt5nzA?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Surprise, AZ",2026-08-31T07:28:49.803519+00:00
One Way Keys,Locksmith |,(956) 685-0273,5.0 | (9),5.0 | (9),,,,0,none,,No website URL listed in Google Business Profile,unknown,5.0,9,,https://www.google.com/maps/place/One+Way+Keys/data=!4m7!3m6!1s0x8665a7e1882ea6dd:0xfba20904b4545c79!8m2!3d26.1991343!4d-98.3045599!16s%2Fg%2F11yd17n8gr!19sChIJ3aYuiOGnZYYReVxUtAQJovs?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"McAllen, TX",2026-08-31T07:28:47.019937+00:00
Hermosa Lock and Safe Shop,Locksmith |,(310) 372-3557,4.8 | (29),4.8 | (29),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.8,29,,https://www.google.com/maps/place/Hermosa+Lock+and+Safe+Shop/data=!4m7!3m6!1s0x80c2b37f6b027751:0xb97aadf00a510433!8m2!3d33.8350639!4d-118.3881748!16s%2Fg%2F11dd_ts78g!19sChIJUXcCa3-zwoARMwRRCvCterk?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Torrance, CA",2026-08-31T07:28:46.403053+00:00
Lomita Lock and Key,Locksmith |,(310) 326-2400,4.7 | (102),4.7 | (102),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.7,102,,https://www.google.com/maps/place/Lomita+Lock+and+Key/data=!4m7!3m6!1s0x80dd4a8a9e546b85:0xf4a2359663679b5a!8m2!3d33.8026096!4d-118.3211505!16s%2Fg%2F11bzsdpw90!19sChIJhWtUnopK3YARWptnY5Y1ovQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Torrance, CA",2026-08-31T07:28:46.401048+00:00
South Bay Lock Shop,Locksmith |,(310) 542-5625,4.6 | (119),4.6 | (119),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.6,119,,https://www.google.com/maps/place/South+Bay+Lock+Shop/data=!4m7!3m6!1s0x80dd35145bf69cf1:0xb30832de7e7b5504!8m2!3d33.8312339!4d-118.2727047!16s%2Fg%2F11c45z77s5!19sChIJ8Zz2WxQ13YARBFV7ft4yCLM?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Torrance, CA",2026-08-31T07:28:46.393510+00:00
Frank's Lock & Key,Locksmith |,(424) 280-5356,4.7 | (22),4.7 | (22),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.7,22,,https://www.google.com/maps/place/Frank%27s+Lock+%26+Key/data=!4m7!3m6!1s0x80dd4aba0d155c07:0xd704e555f4ad31b2!8m2!3d33.8339741!4d-118.3154537!16s%2Fg%2F1tf367zr!19sChIJB1wVDbpK3YARsjGt9FXlBNc?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Torrance, CA",2026-08-31T07:28:46.378410+00:00
Mr. Camel Tow,Locksmith |,(912) 346-5231,3.9 | (37),3.9 | (37),,,,0,none,,No website URL listed in Google Business Profile,unknown,3.9,37,,https://www.google.com/maps/place/Mr.+Camel+Tow/data=!4m7!3m6!1s0x88fb760b1595419b:0xb2bf79e9e36ce1e6!8m2!3d32.0201423!4d-81.0715745!16s%2Fg%2F11f_cfbzlb!19sChIJm0GVFQt2-4gR5uFs4-l5v7I?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Savannah, GA",2026-08-31T07:28:44.800841+00:00
Cheap & Fast locksmith,Locksmith | Closed |,(912) 662-9843,4.8 | (98),4.8 | (98),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.8,98,,https://www.google.com/maps/place/Cheap+%26+Fast+locksmith/data=!4m7!3m6!1s0x884115b6aadbf127:0x99109b171f7e26fe!8m2!3d32.0387564!4d-81.2060396!16s%2Fg%2F11zg7nmq18!19sChIJJ_HbqrYVQYgR_iZ-HxebEJk?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Savannah, GA",2026-08-31T07:28:44.798841+00:00
Bradley Lock and Key Shop,Key duplication service |,(912) 232-2148,4.6 | (256),4.6 | (256),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.6,256,,https://www.google.com/maps/place/Bradley+Lock+and+Key+Shop/data=!4m7!3m6!1s0x88fb9e65dc96e19b:0xcfe832093619716d!8m2!3d32.0781518!4d-81.0913545!16s%2Fg%2F1261r422p!19sChIJm-GW3GWe-4gRbXEZNgky6M8?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Savannah, GA",2026-08-31T07:28:44.767546+00:00
Felix Truck and Trailer Repair Shop Inc,Locksmith |,(630) 828-1752,4.6 | (21),4.6 | (21),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.6,21,,https://www.google.com/maps/place/Felix+Truck+and+Trailer+Repair+Shop+Inc/data=!4m7!3m6!1s0x880e4fd48949f2fb:0xb782b4cfde0e1e22!8m2!3d41.4880196!4d-88.0244965!16s%2Fg%2F11j9dj7g0f!19sChIJ-_JJidRPDogRIh4O3s-0grc?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Joliet, IL",2026-08-31T07:28:43.454064+00:00
Millennium Towing Inc.,Locksmith |,(815) 258-0267,4.8 | (75),4.8 | (75),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.8,75,,https://www.google.com/maps/place/Millennium+Towing+Inc./data=!4m7!3m6!1s0x880e61cf0532beb1:0xec2558d8ca3d5d93!8m2!3d41.5151926!4d-88.1199819!16s%2Fg%2F11fhryr0fz!19sChIJsb4yBc9hDogRk109ythYJew?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Joliet, IL",2026-08-31T07:28:43.447712+00:00
Keys 4 Less Today LLC,Locksmith |,(951) 454-6586,4.7 | (36),4.7 | (36),,,,0,social_media,http://facebook.com/keys4lesstoday,Using social/directory platform profile (facebook.com) instead of dedicated website,unknown,4.7,36,,https://www.google.com/maps/place/Keys+4+Less+Today+LLC/data=!4m7!3m6!1s0x80c3312571d9db1d:0x980eaeae95ba7f75!8m2!3d34.0907949!4d-117.6664612!16s%2Fg%2F11s2ppzf6z!19sChIJHdvZcSUxw4ARdX-6la6uDpg?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Ontario, CA",2026-08-31T07:28:40.869918+00:00
Mr. Keys Locksmith,Locksmith |,(909) 985-9626,4.7 | (215),4.7 | (215),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.7,215,,https://www.google.com/maps/place/Mr.+Keys+Locksmith/data=!4m7!3m6!1s0x80c331610052ab55:0xdf93e1d46bb856db!8m2!3d34.0887777!4d-117.6687276!16s%2Fg%2F1tmpksk9!19sChIJVatSAGExw4AR21a4a9Thk98?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Ontario, CA",2026-08-31T07:28:40.866793+00:00
Mr Keys,Locksmith |,(713) 921-2738,4.7 | (89),4.7 | (89),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.7,89,,https://www.google.com/maps/place/Mr+Keys/data=!4m7!3m6!1s0x8640bdced5f1066b:0x467fa1458b7d265d!8m2!3d29.7206297!4d-95.2947016!16s%2Fg%2F1tm8kzhy!19sChIJawbx1c69QIYRXSZ9i0Whf0Y?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Pasadena, TX",2026-08-31T07:28:40.457750+00:00
Luna West Locksmith,Locksmith |,(630) 949-3899,5.0 | (8),5.0 | (8),,,,0,none,,No website URL listed in Google Business Profile,unknown,5.0,8,,https://www.google.com/maps/place/Luna+West+Locksmith/data=!4m7!3m6!1s0x880e5638b5000001:0xee4646903bf627d!8m2!3d41.8003416!4d-88.149378!16s%2Fg%2F11nv12mtfl!19sChIJAQAAtThWDogRfWK_A2lk5A4?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Naperville, IL",2026-08-31T07:28:39.808854+00:00
Rhodes Family Lock and Key,Locksmith |,(254) 368-8888,4.5 | (38),4.5 | (38),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.5,38,,https://www.google.com/maps/place/Rhodes+Family+Lock+and+Key/data=!4m7!3m6!1s0x8645494cd787bf1b:0x64bbd6447640ffad!8m2!3d31.1245085!4d-97.6844609!16s%2Fg%2F11fy4f036n!19sChIJG7-H10xJRYYRrf9AdkTWu2Q?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Killeen, TX",2026-08-31T07:28:39.030148+00:00
Arrington Lock & Key,Locksmith |,(254) 634-7711,4.6 | (53),4.6 | (53),,,,0,free_builder,http://centexlocksmith.square.site/,Hosted on free builder/link-tree subdomain (square.site),unknown,4.6,53,,https://www.google.com/maps/place/Arrington+Lock+%26+Key/data=!4m7!3m6!1s0x86454b0a9d20327f:0x3c7653ff15a6488e!8m2!3d31.112277!4d-97.732743!16s%2Fg%2F11y6cb28d9!19sChIJfzIgnQpLRYYRjkimFf9Tdjw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Killeen, TX",2026-08-31T07:28:39.019571+00:00
Lockstar&keys,Locksmith |,(760) 474-6627,4.8 | (115),4.8 | (115),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.8,115,,https://www.google.com/maps/place/Lockstar%26keys/data=!4m7!3m6!1s0x80dbf5b5fd14482b:0x7e9ff557799a14e9!8m2!3d33.1186061!4d-117.0844648!16s%2Fg%2F11fk3dg8fk!19sChIJK0gU_bX124AR6RSaeVf1n34?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Escondido, CA",2026-08-31T07:28:38.769789+00:00
Minute Key,No reviews,(203) 490-6206,| 2630 Wilma Rudolph Blvd | Closed |,| 2630 Wilma Rudolph Blvd | Closed |,,,,0,none,,No website URL listed in Google Business Profile,unknown,,0,,https://www.google.com/maps/place/Minute+Key/data=!4m7!3m6!1s0x886521a399097b51:0xb05fc675ba107232!8m2!3d36.5819833!4d-87.3006812!16s%2Fg%2F11n3f2s9jg!19sChIJUXsJmaMhZYgRMnIQunXGX7A?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Clarksville, TN",2026-08-31T07:28:38.348564+00:00
Minute Key,No reviews,(203) 490-6206,| 4635 Presidential Pkwy | Closed |,| 4635 Presidential Pkwy | Closed |,,,,0,none,,No website URL listed in Google Business Profile,unknown,,0,,https://www.google.com/maps/place/Minute+Key/data=!4m7!3m6!1s0x88f3fbeb0271001f:0x7c3be91b18110348!8m2!3d32.8226749!4d-83.7132504!16s%2Fg%2F11n3f2q26b!19sChIJHwBxAuv784gRSAMRGBvpO3w?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Macon, GA",2026-08-31T07:28:36.062251+00:00
Locksmith Associates,Locksmith |,(478) 743-0801,4.3 | (30),4.3 | (30),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.3,30,,https://www.google.com/maps/place/Locksmith+Associates/data=!4m7!3m6!1s0x88f3ff4ff7b124eb:0x2454f776fce1c7ca!8m2!3d32.8298191!4d-83.6333059!16s%2Fg%2F11f60zcjpj!19sChIJ6ySx90__84gRysfh_Hb3VCQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Macon, GA",2026-08-31T07:28:36.038716+00:00
Jackson Moblie Locksmith 24/7,Locksmith |,(408) 300-7548,4.3 | (11),4.3 | (11),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.3,11,,https://www.google.com/maps/place/Jackson+Moblie+Locksmith+24%2F7/data=!4m7!3m6!1s0x80858742d9971c9d:0xddc9e6db3a7ef11b!8m2!3d37.373694!4d-122.0876382!16s%2Fg%2F11vlslzvft!19sChIJnRyX2UKHhYARG_F-Otvmyd0?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Sunnyvale, CA",2026-08-31T07:28:34.712141+00:00
AV Mail N More,Shipping and mailing service |,(661) 722-4555,4.3 | (72),4.3 | (72),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.3,72,,https://www.google.com/maps/place/AV+Mail+N+More/data=!4m7!3m6!1s0x80c25b0b5dd4d507:0xfd2a41981ca0a9e9!8m2!3d34.6614151!4d-118.182988!16s%2Fg%2F1td7nl06!19sChIJB9XUXQtbwoAR6amgHJhBKv0?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Lancaster, CA",2026-08-31T07:28:34.313554+00:00
LOCAL MOBILE LOCKSMITH LLC,No reviews,,| 1021 W Ave J7,| 1021 W Ave J7,,,,0,none,,No website URL listed in Google Business Profile,unknown,,0,,https://www.google.com/maps/place/LOCAL+MOBILE+LOCKSMITH+LLC/data=!4m7!3m6!1s0x80c25becbf9ea947:0xb725ec3a08d51402!8m2!3d34.683098!4d-118.1489483!16s%2Fg%2F11z3933pxm!19sChIJR6mev-xbwoARAhTVCDrsJbc?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Lancaster, CA",2026-08-31T07:28:34.305568+00:00
Tri County Locksmiths & Garage Doors,Locksmith |,(661) 433-1447,3.4 | (14),3.4 | (14),,,,0,free_builder,https://tricountylocksmith.wordpress.com/,Hosted on free builder/link-tree subdomain (wordpress.com),unknown,3.4,14,,https://www.google.com/maps/place/Tri+County+Locksmiths+%26+Garage+Doors/data=!4m7!3m6!1s0x80c25a95d5075d95:0xe5a507bc5f13801!8m2!3d34.6863655!4d-118.1300873!16s%2Fg%2F1263zjv_c!19sChIJlV0H1ZVawoARATjxxXtQWg4?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Lancaster, CA",2026-08-31T07:28:34.282504+00:00
Desert Lock Co.,Locksmith |,(661) 942-2210,4.8 | (106),4.8 | (106),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.8,106,,https://www.google.com/maps/place/Desert+Lock+Co./data=!4m7!3m6!1s0x80c25aca0ee3c0c5:0x61d9a931663d9856!8m2!3d34.7032785!4d-118.1360031!16s%2Fg%2F1ptzbz3l4!19sChIJxcDjDspawoARVpg9ZjGp2WE?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Lancaster, CA",2026-08-31T07:28:34.279495+00:00
Oz Lock and Key,Locksmith |,(661) 561-4208,3.0 | (49),3.0 | (49),,,,0,none,,No website URL listed in Google Business Profile,unknown,3.0,49,,https://www.google.com/maps/place/Oz+Lock+and+Key/data=!4m7!3m6!1s0x80c25ccb8e1b9e79:0xaac26e58e0a7f0db!8m2!3d34.6818794!4d-118.1529396!16s%2Fg%2F11d_bk9g1q!19sChIJeZ4bjstcwoAR2_Cn4Fhuwqo?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Lancaster, CA",2026-08-31T07:28:34.275037+00:00
Alpine Locksmith,Locksmith |,(661) 644-1198,3.7 | (58),3.7 | (58),,,,0,none,,No website URL listed in Google Business Profile,unknown,3.7,58,,https://www.google.com/maps/place/Alpine+Locksmith/data=!4m7!3m6!1s0x80c257beec7e61a3:0xbe73837980e18da6!8m2!3d34.5814325!4d-118.0848768!16s%2Fg%2F1hm5m9pl9!19sChIJo2F-7L5XwoARpo3hgHmDc74?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Palmdale, CA",2026-08-31T07:28:24.950022+00:00
Key masters lock and key,Locksmith |,(818) 698-5802,5.0 | (2),5.0 | (2),,,,0,none,,No website URL listed in Google Business Profile,unknown,5.0,2,,https://www.google.com/maps/place/Key+masters+lock+and+key/data=!4m7!3m6!1s0x80c259c0fca82767:0x25c57f435239b93f!8m2!3d34.5728587!4d-118.1173084!16s%2Fg%2F11mrnswljn!19sChIJZyeo_MBZwoARP7k5UkN_xSU?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Palmdale, CA",2026-08-31T07:28:24.946510+00:00
Mr Locksmith of Hayward,Locksmith |,(510) 229-3979,5.0 | (6),5.0 | (6),,,,0,none,,No website URL listed in Google Business Profile,unknown,5.0,6,,https://www.google.com/maps/place/Mr+Locksmith+of+Hayward/data=!4m7!3m6!1s0x808e6b31632053df:0xd2af158bc45d975f!8m2!3d37.6316476!4d-122.0784627!16s%2Fg%2F11vjxsvm48!19sChIJ31MgYzFrjoARX5ddxIsVr9I?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Hayward, CA",2026-08-31T07:28:24.280945+00:00
Island Locksmith,Locksmith |,(510) 889-1052,4.0 | (53),4.0 | (53),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.0,53,,https://www.google.com/maps/place/Island+Locksmith/data=!4m7!3m6!1s0x808f91633d03eb73:0xb4bf6e5d73b2979b!8m2!3d37.6369882!4d-122.0553882!16s%2Fg%2F11cp09jsxl!19sChIJc-sDPWORj4ARm5eyc11uv7Q?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Hayward, CA",2026-08-31T07:28:24.277928+00:00
DLS Locksmith,Locksmith |,(714) 893-8333,4.7 | (31),4.7 | (31),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.7,31,,https://www.google.com/maps/place/DLS+Locksmith/data=!4m7!3m6!1s0x80dd28a7da0d5631:0x44ad338cb1d60623!8m2!3d33.7589202!4d-118.0063731!16s%2Fg%2F11g9vtwj99!19sChIJMVYN2qco3YARIwbWsYwzrUQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Garden Grove, CA",2026-08-31T07:28:22.262757+00:00
Garden Grove Lock & Key,Locksmith |,(714) 916-5040,2.8 | (29),2.8 | (29),,,,0,none,,No website URL listed in Google Business Profile,unknown,2.8,29,,https://www.google.com/maps/place/Garden+Grove+Lock+%26+Key/data=!4m7!3m6!1s0x80dd288643e38d01:0x60db48351c991a91!8m2!3d33.7731353!4d-117.9758329!16s%2Fg%2F11bx5pplpz!19sChIJAY3jQ4Yo3YARkRqZHDVI22A?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Garden Grove, CA",2026-08-31T07:28:22.231603+00:00
After Hours LOCKSMITH LLC,Emergency locksmith service,(601) 383-4970,4.9 | (485),4.9 | (485),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.9,485,,https://www.google.com/maps/place/After+Hours+LOCKSMITH+LLC/data=!4m7!3m6!1s0x862837d97e5494f9:0x1429d92ce60d0d52!8m2!3d32.272638!4d-90.193383!16s%2Fg%2F11f7m6k3s3!19sChIJ-ZRUftk3KIYRUg0N5izZKRQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Jackson, MS",2026-08-31T07:28:21.647911+00:00
A-1 Lock & Safe,Locksmith |,(601) 355-3677,4.4 | (68),4.4 | (68),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.4,68,,https://www.google.com/maps/place/A-1+Lock+%26+Safe/data=!4m7!3m6!1s0x862833c9128c477d:0xca9a11b8ed116420!8m2!3d32.2845718!4d-90.1926455!16s%2Fg%2F11syv01_ny!19sChIJfUeMEskzKIYRIGQR7bgRmso?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Jackson, MS",2026-08-31T07:28:21.606829+00:00
Rescue Locksmith Springfield,Locksmith |,(417) 220-4573,5.0 | (55),5.0 | (55),,,,0,none,,No website URL listed in Google Business Profile,unknown,5.0,55,,https://www.google.com/maps/place/Rescue+Locksmith+Springfield/data=!4m7!3m6!1s0x69708f9848dd0645:0x9d7ca5ff422f72bd!8m2!3d37.2444179!4d-93.251687!16s%2Fg%2F11xtzvrs33!19sChIJRQbdSJiPcGkRvXIvQv-lfJ0?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Springfield, MO",2026-08-31T07:28:19.944964+00:00
AC and R Locksmith Service,Locksmith |,(417) 865-4074,4.6 | (82),4.6 | (82),,,,0,social_media,https://www.facebook.com/pages/A-C-R-Locksmith-Services/117707681622112,Using social/directory platform profile (facebook.com) instead of dedicated website,unknown,4.6,82,,https://www.google.com/maps/place/AC+and+R+Locksmith+Service/data=!4m7!3m6!1s0x87cf62d808fae857:0x1009899179506e53!8m2!3d37.2096442!4d-93.2691847!16s%2Fg%2F11b7gn3n9_!19sChIJV-j6CNhiz4cRU25QeZGJCRA?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Springfield, MO",2026-08-31T07:28:19.935454+00:00
Fox Lock & Safe,Locksmith |,(503) 364-1066,3.9 | (31),3.9 | (31),,,,0,none,,No website URL listed in Google Business Profile,unknown,3.9,31,,https://www.google.com/maps/place/Fox+Lock+%26+Safe/data=!4m7!3m6!1s0x54bffeeb6086a331:0x19834e79dd50fc2d!8m2!3d44.9521295!4d-122.9844803!16s%2Fg%2F11nmflj6_2!19sChIJMaOGYOv-v1QRLfxQ3XlOgxk?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,locksmith,"Salem, OR",2026-08-31T07:28:14.561453+00:00
